record_id,timestamp,department,data_system,cost_category,planned_costs,actual_costs,cost_optimization_strategy,satisfaction_level,employee_count,cost_deviation,cost_per_employee
5724,2023-09-08 19:10:17,HR,BI-платформа,Обучение сотрудников,24759,27984,Оптимизация облачных ресурсов,Очень доволен,464,3225,60.31
5725,2023-05-02 13:13:33,ИТ,ETL-инструменты,Консалтинг,89801,103121,Автоматизация рутинных задач,Доволен,417,13320,247.29
5726,2024-11-08 07:28:02,Исследования и разработка,Data Lake,Обслуживание оборудования,16707,20011,Оптимизация облачных ресурсов,Недоволен,104,3304,192.41
5727,2023-11-12 10:36:23,Исследования и разработка,ERP,Облачные сервисы,32264,38789,Повышение квалификации сотрудников,Нейтрально,84,6525,461.77
5728,2023-09-29 02:13:15,Исследования и разработка,ERP,Заработная плата персонала,56958,53553,Автоматизация рутинных задач,Очень доволен,20,-3405,2677.65
5729,2023-02-16 11:05:46,Маркетинг,Data Lake,Лицензии на ПО,47404,44280,Пересмотр лицензионных соглашений,Доволен,166,-3124,266.75
5730,2024-08-09 04:24:51,Производство,ETL-инструменты,Облачные сервисы,12964,12563,Оптимизация облачных ресурсов,Очень доволен,22,-401,571.05
5731,2023-06-13 13:49:23,Финансы,Система управленческого учета,Облачные сервисы,59208,63564,Пересмотр лицензионных соглашений,Очень недоволен,16,4356,3972.75
5732,2023-11-06 05:58:21,Финансы,ETL-инструменты,Облачные сервисы,54221,57153,Переход на ПО с открытым исходным кодом,Недоволен,383,2932,149.22
5733,2024-04-04 05:07:38,ИТ,Data Lake,Лицензии на ПО,23614,25342,Автоматизация рутинных задач,Очень доволен,451,1728,56.19
5734,2024-09-18 17:05:05,ИТ,Хранилище данных,Лицензии на ПО,85972,88525,Централизация закупок ПО,Очень недоволен,172,2553,514.68
5735,2023-08-22 21:39:58,Продажи,Система управленческого учета,Обучение сотрудников,60544,63202,Переход на ПО с открытым исходным кодом,Доволен,147,2658,429.95
5736,2023-04-21 22:51:06,ИТ,BI-платформа,Обслуживание оборудования,59686,63956,Оптимизация облачных ресурсов,Очень доволен,271,4270,236.0
5737,2023-11-24 17:04:37,ИТ,CRM,Обучение сотрудников,48450,59018,Пересмотр лицензионных соглашений,Очень доволен,19,10568,3106.21
5738,2023-04-03 23:45:40,ИТ,Data Lake,Обслуживание оборудования,93094,93767,Оптимизация облачных ресурсов,Доволен,103,673,910.36
5739,2023-09-10 01:28:46,Исследования и разработка,CRM,Обслуживание оборудования,58677,52404,Оптимизация облачных ресурсов,Нейтрально,86,-6273,609.35
5740,2024-09-29 04:40:41,HR,ETL-инструменты,Лицензии на ПО,77753,78213,Автоматизация рутинных задач,Очень доволен,301,460,259.84
5741,2023-07-31 22:21:56,Производство,ETL-инструменты,Консалтинг,70736,70730,Переход на ПО с открытым исходным кодом,Нейтрально,244,-6,289.88
5742,2023-08-08 00:43:34,Маркетинг,Система управленческого учета,Консалтинг,71062,87176,Повышение квалификации сотрудников,Доволен,483,16114,180.49
5743,2024-06-17 03:30:00,Производство,ETL-инструменты,Облачные сервисы,8855,10959,Автоматизация рутинных задач,Недоволен,328,2104,33.41
5744,2023-02-01 22:43:55,ИТ,BI-платформа,Обслуживание оборудования,92922,84745,Повышение квалификации сотрудников,Недоволен,463,-8177,183.03
5745,2024-11-14 08:42:19,Исследования и разработка,ETL-инструменты,Лицензии на ПО,13678,14225,Централизация закупок ПО,Очень недоволен,237,547,60.02
5746,2024-07-30 10:01:02,Маркетинг,Система управленческого учета,Лицензии на ПО,9561,8515,Переход на ПО с открытым исходным кодом,Очень доволен,181,-1046,47.04
5747,2023-07-12 03:49:10,Продажи,Хранилище данных,Лицензии на ПО,58199,70833,Автоматизация рутинных задач,Очень недоволен,225,12634,314.81
5748,2023-10-09 18:17:07,Маркетинг,Система управленческого учета,Заработная плата персонала,91250,110686,Оптимизация облачных ресурсов,Очень недоволен,361,19436,306.61
